task_id,task,complexity,tool_sequence,tool_transitions,tokens_per_tool,latency_per_tool,total_tokens,n_tool_calls,success
25,Search for 'quantum computing trends' and fetch the top URL,simple,"[""websearch_search_web"", ""websearch_fetch_url""]","[[""websearch_search_web"", ""websearch_fetch_url""]]","{""websearch_search_web"": 804, ""websearch_fetch_url"": 864}","{""websearch_search_web"": 2474.479913711548, ""websearch_fetch_url"": 1426.464319229126}",2645,2,True
26,Send a follow-up email to the team and create a calendar event for the discussed meeting time,simple,"[""email_read_inbox"", ""email_send_email"", ""calendar_list_events"", ""calendar_create_event""]","[[""email_read_inbox"", ""email_send_email""], [""email_send_email"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_create_event""]]","{""email_read_inbox"": 811, ""email_send_email"": 919, ""calendar_list_events"": 998, ""calendar_create_event"": 1100}","{""email_read_inbox"": 971.8117713928223, ""email_send_email"": 1701.3890743255615, ""calendar_list_events"": 1089.6265506744385, ""calendar_create_event"": 1188.3196830749512}",5009,4,True
27,Send an email requesting availability and create a placeholder calendar event pending confirmation,simple,[],[],{},{},886,0,True
28,Check the calendar for tomorrow's events and send a reminder email about the first one,simple,"[""calendar_list_events"", ""email_send_email""]","[[""calendar_list_events"", ""email_send_email""]]","{""calendar_list_events"": 833, ""email_send_email"": 933}","{""calendar_list_events"": 1094.2957401275635, ""email_send_email"": 1340.8355712890625}",2781,2,True
29,Read the file requirements.txt and run code to validate dependencies,simple,"[""filesystem_read_file"", ""code_run_code"", ""code_get_output""]","[[""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""code_get_output""]]","{""filesystem_read_file"": 800, ""code_run_code"": 864, ""code_get_output"": 914}","{""filesystem_read_file"": 844.5923328399658, ""code_run_code"": 1022.529125213623, ""code_get_output"": 883.4705352783203}",3577,3,True
30,Send an email requesting availability and create a placeholder calendar event pending confirmation,simple,[],[],{},{},826,0,True
31,Read the inbox for the weekly newsletter and create a calendar event to review it next week,simple,"[""email_read_inbox"", ""calendar_create_event""]","[[""email_read_inbox"", ""calendar_create_event""]]","{""email_read_inbox"": 432, ""calendar_create_event"": 432}","{""email_read_inbox"": 1900.4113674163818, ""calendar_create_event"": 1900.4113674163818}",1864,2,True
32,Run a Python script to generate a random dataset and analyze it statistically,simple,"[""code_run_code"", ""filesystem_read_file"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""code_run_code"", ""filesystem_read_file""], [""filesystem_read_file"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""code_run_code"": 1000, ""filesystem_read_file"": 1048, ""analytics_run_analysis"": 1576, ""analytics_generate_report"": 1662}","{""code_run_code"": 3810.2810382843018, ""filesystem_read_file"": 855.0746440887451, ""analytics_run_analysis"": 8316.74861907959, ""analytics_generate_report"": 1242.9783344268799}",7213,4,True
33,Check the calendar for tomorrow's events and send a reminder email about the first one,simple,"[""calendar_list_events"", ""email_send_email""]","[[""calendar_list_events"", ""email_send_email""]]","{""calendar_list_events"": 833, ""email_send_email"": 938}","{""calendar_list_events"": 1266.1757469177246, ""email_send_email"": 1379.7922134399414}",2782,2,True
34,Read the inbox for messages about project deadlines and create a calendar event for each deadline fo,simple,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""]]","{""email_read_inbox"": 2613, ""websearch_search_web"": 989}","{""email_read_inbox"": 3160.4256629943848, ""websearch_search_web"": 884.9523067474365}",4695,4,True
35,Search the web for team offsite venues and fetch details from the top result,simple,"[""websearch_search_web"", ""websearch_fetch_url""]","[[""websearch_search_web"", ""websearch_fetch_url""]]","{""websearch_search_web"": 806, ""websearch_fetch_url"": 866}","{""websearch_search_web"": 957.6113224029541, ""websearch_fetch_url"": 1023.7047672271729}",2808,2,True
36,Send an email requesting availability and create a placeholder calendar event pending confirmation,simple,[],[],{},{},868,0,True
37,Check the calendar for tomorrow's events and send a reminder email about the first one,simple,"[""calendar_list_events"", ""email_send_email""]","[[""calendar_list_events"", ""email_send_email""]]","{""calendar_list_events"": 833, ""email_send_email"": 933}","{""calendar_list_events"": 2494.878053665161, ""email_send_email"": 1298.0585098266602}",2774,2,True
38,List this week's calendar events and send an email summary of the schedule to the team,simple,"[""calendar_list_events"", ""email_send_email""]","[[""calendar_list_events"", ""email_send_email""]]","{""calendar_list_events"": 833, ""email_send_email"": 974}","{""calendar_list_events"": 1084.794282913208, ""email_send_email"": 1689.3479824066162}",2865,2,True
39,Run a Python script to generate a random dataset and analyze it statistically,simple,"[""code_run_code"", ""code_get_output"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""code_run_code"": 958, ""code_get_output"": 1009, ""analytics_run_analysis"": 1282, ""analytics_generate_report"": 1369}","{""code_run_code"": 2980.433225631714, ""code_get_output"": 1290.1859283447266, ""analytics_run_analysis"": 3280.3568840026855, ""analytics_generate_report"": 1036.7043018341064}",6265,4,True
40,Send an email requesting availability and create a placeholder calendar event pending confirmation,simple,"[""email_send_email"", ""calendar_create_event""]","[[""email_send_email"", ""calendar_create_event""]]","{""email_send_email"": 462, ""calendar_create_event"": 462}","{""email_send_email"": 2735.729932785034, ""calendar_create_event"": 2735.729932785034}",1971,2,True
41,Check the calendar for tomorrow's events and send a reminder email about the first one,simple,"[""calendar_list_events"", ""email_send_email""]","[[""calendar_list_events"", ""email_send_email""]]","{""calendar_list_events"": 833, ""email_send_email"": 945}","{""calendar_list_events"": 1191.0409927368164, ""email_send_email"": 1556.5245151519775}",2815,2,True
42,Query the users database for active accounts and run code to summarize the count,simple,"[""database_query_db"", ""code_run_code"", ""code_get_output""]","[[""database_query_db"", ""code_run_code""], [""code_run_code"", ""code_get_output""]]","{""database_query_db"": 818, ""code_run_code"": 882, ""code_get_output"": 932}","{""database_query_db"": 933.906078338623, ""code_run_code"": 1307.7812194824219, ""code_get_output"": 1042.895793914795}",3638,3,True
43,Check the calendar for tomorrow's events and send a reminder email about the first one,simple,"[""calendar_list_events"", ""email_send_email""]","[[""calendar_list_events"", ""email_send_email""]]","{""calendar_list_events"": 833, ""email_send_email"": 932}","{""calendar_list_events"": 1523.2675075531006, ""email_send_email"": 1378.0722618103027}",2773,2,True
44,List this week's calendar events and send an email summary of the schedule to the team,simple,"[""calendar_list_events"", ""email_send_email""]","[[""calendar_list_events"", ""email_send_email""]]","{""calendar_list_events"": 833, ""email_send_email"": 955}","{""calendar_list_events"": 1642.0884132385254, ""email_send_email"": 2109.0447902679443}",2819,2,True
45,Search the web for the latest Python version and run a quick script to print it,simple,"[""websearch_search_web"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""]]","{""websearch_search_web"": 806, ""websearch_fetch_url"": 859, ""code_run_code"": 914, ""code_get_output"": 964}","{""websearch_search_web"": 894.6077823638916, ""websearch_fetch_url"": 878.2694339752197, ""code_run_code"": 882.9500675201416, ""code_get_output"": 811.9862079620361}",4628,4,True
46,Read the inbox for the weekly newsletter and create a calendar event to review it next week,simple,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""calendar_create_event""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""calendar_create_event""]]","{""email_read_inbox"": 2613, ""calendar_create_event"": 1019}","{""email_read_inbox"": 2893.9483165740967, ""calendar_create_event"": 1182.7776432037354}",4746,4,True
47,Read the inbox for the weekly newsletter and create a calendar event to review it next week,simple,"[""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""calendar_create_event""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""calendar_create_event""]]","{""email_read_inbox"": 1681, ""websearch_search_web"": 928, ""calendar_create_event"": 998}","{""email_read_inbox"": 1818.2384967803955, ""websearch_search_web"": 774.4009494781494, ""calendar_create_event"": 1047.832727432251}",4686,4,True
48,List this week's calendar events and send an email summary of the schedule to the team,simple,"[""calendar_list_events"", ""email_send_email""]","[[""calendar_list_events"", ""email_send_email""]]","{""calendar_list_events"": 833, ""email_send_email"": 962}","{""calendar_list_events"": 1392.038106918335, ""email_send_email"": 1927.0801544189453}",2838,2,True
49,Run a Python script to generate a random dataset and analyze it statistically,simple,"[""code_run_code"", ""code_get_output"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""code_run_code"": 954, ""code_get_output"": 1004, ""analytics_run_analysis"": 1228, ""analytics_generate_report"": 1316}","{""code_run_code"": 3135.7061862945557, ""code_get_output"": 1098.785638809204, ""analytics_run_analysis"": 4386.681079864502, ""analytics_generate_report"": 1773.5109329223633}",5995,4,True
50,Read the inbox for the weekly newsletter and create a calendar event to review it next week,simple,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""calendar_create_event""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""calendar_create_event""]]","{""email_read_inbox"": 2613, ""calendar_create_event"": 1019}","{""email_read_inbox"": 2882.8375339508057, ""calendar_create_event"": 1344.5539474487305}",4732,4,True
51,"Read inbox for interview requests, create calendar events for each candidate, and email confirmation",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""]]","{""email_read_inbox"": 2619}","{""email_read_inbox"": 2995.588541030884}",3620,3,True
52,"Query the experiments database, run code to recompute results, and write a short summary file",medium,"[""database_query_db"", ""code_run_code"", ""code_get_output"", ""filesystem_write_file""]","[[""database_query_db"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""]]","{""database_query_db"": 814, ""code_run_code"": 978, ""code_get_output"": 1028, ""filesystem_write_file"": 1114}","{""database_query_db"": 935.7757568359375, ""code_run_code"": 2655.348539352417, ""code_get_output"": 834.6080780029297, ""filesystem_write_file"": 1477.3380756378174}",5131,4,True
53,"Read inbox for customer feedback, summarize the key themes, and create calendar events for follow-up",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""calendar_list_events"", ""calendar_create_event""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_create_event""]]","{""email_read_inbox"": 15353, ""websearch_search_web"": 833, ""calendar_list_events"": 833, ""calendar_create_event"": 1800}","{""email_read_inbox"": 13487.51974105835, ""websearch_search_web"": 2199.0606784820557, ""calendar_list_events"": 2199.0606784820557, ""calendar_create_event"": 1461.015224456787}",18820,16,True
54,"Read the inbox for client requests, create calendar events for client calls, and send confirmation e",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""]]","{""email_read_inbox"": 3618}","{""email_read_inbox"": 4152.1923542022705}",4701,4,True
55,"Read sales data files, run code to calculate variance, and embed the findings for the vector index",medium,"[""filesystem_read_file"", ""code_run_code"", ""code_get_output"", ""vector_embed_query""]","[[""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""]]","{""filesystem_read_file"": 809, ""code_run_code"": 897, ""code_get_output"": 947, ""vector_embed_query"": 1020}","{""filesystem_read_file"": 921.778678894043, ""code_run_code"": 1584.6493244171143, ""code_get_output"": 871.1798191070557, ""vector_embed_query"": 1412.1592044830322}",4796,4,True
56,"Read the inbox for client requests, create calendar events for client calls, and send confirmation e",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""]]","{""email_read_inbox"": 3618}","{""email_read_inbox"": 4311.455011367798}",4732,4,True
57,"List next week's calendar events, identify scheduling conflicts, and send an email to affected atten",medium,"[""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_send_email""]","[[""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_send_email""]]","{""calendar_list_events"": 9158, ""email_read_inbox"": 3810, ""email_send_email"": 2120}","{""calendar_list_events"": 18879.36520576477, ""email_read_inbox"": 3978.3310890197754, ""email_send_email"": 2048.611640930176}",17333,14,True
58,"Read inbox for customer feedback, summarize the key themes, and create calendar events for follow-up",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""analytics_run_analysis"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""email_read_inbox"": 4685, ""websearch_search_web"": 1118, ""analytics_run_analysis"": 1214, ""calendar_create_event"": 1395}","{""email_read_inbox"": 5225.785970687866, ""websearch_search_web"": 998.0716705322266, ""analytics_run_analysis"": 1400.9690284729004, ""calendar_create_event"": 7783.987998962402}",10152,10,True
59,"Research quantum computing frameworks online, run code to benchmark them, and generate an analysis r",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 809, ""websearch_fetch_url"": 954, ""code_run_code"": 1330, ""code_get_output"": 1380, ""analytics_run_analysis"": 1491, ""analytics_generate_report"": 1589}","{""websearch_search_web"": 1228.5714149475098, ""websearch_fetch_url"": 7035.586595535278, ""code_run_code"": 5647.66788482666, ""code_get_output"": 1210.6990814208984, ""analytics_run_analysis"": 1885.7007026672363, ""analytics_generate_report"": 1400.1495838165283}",9478,8,True
60,"Send an email to stakeholders proposing three meeting times, then create calendar events for each pr",medium,"[""email_send_email"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""email_send_email"": 942, ""calendar_create_event"": 1140}","{""email_send_email"": 3752.537488937378, ""calendar_create_event"": 10820.841550827026}",3572,4,True
61,"List next week's calendar events, identify scheduling conflicts, and send an email to affected atten",medium,"[""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events""]","[[""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""]]","{""calendar_list_events"": 27427}","{""calendar_list_events"": 36484.80939865112}",27427,19,True
