task_id,task,complexity,tool_sequence,tool_transitions,tokens_per_tool,latency_per_tool,total_tokens,n_tool_calls,success
11,"Read inbox for the weekly newsletter, embed its summary for the vector index, and generate a short r",simple,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""websearch_fetch_url"", ""vector_embed_query"", ""analytics_generate_report""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_generate_report""]]","{""email_read_inbox"": 2622, ""websearch_search_web"": 993, ""websearch_fetch_url"": 1050, ""vector_embed_query"": 1118, ""analytics_generate_report"": 1221}","{""email_read_inbox"": 3305.560827255249, ""websearch_search_web"": 749.2465972900391, ""websearch_fetch_url"": 820.934534072876, ""vector_embed_query"": 907.6204299926758, ""analytics_generate_report"": 1262.8748416900635}",8388,7,True
12,"Search the web for team offsite venues, fetch details from the top result, and schedule a calendar e",simple,"[""websearch_search_web"", ""websearch_fetch_url"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""calendar_create_event""]]","{""websearch_search_web"": 812, ""websearch_fetch_url"": 870, ""calendar_create_event"": 953}","{""websearch_search_web"": 789.6847724914551, ""websearch_fetch_url"": 919.8858737945557, ""calendar_create_event"": 1177.245855331421}",3687,3,True
13,"Search the web for the latest Python version, run a quick Python script to print it, and send the re",simple,"[""websearch_search_web"", ""code_run_code"", ""code_get_output"", ""email_send_email""]","[[""websearch_search_web"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""email_send_email""]]","{""websearch_search_web"": 817, ""code_run_code"": 874, ""code_get_output"": 924, ""email_send_email"": 1009}","{""websearch_search_web"": 763.1576061248779, ""code_run_code"": 967.3452377319336, ""code_get_output"": 1061.1388683319092, ""email_send_email"": 1164.9155616760254}",4706,4,True
14,"Search the vector index for documents related to 'machine learning', fetch the top result URL, and g",simple,"[""vector_search_index"", ""vector_search_index"", ""websearch_fetch_url"", ""analytics_generate_report""]","[[""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""analytics_generate_report""]]","{""vector_search_index"": 1706, ""websearch_fetch_url"": 949, ""analytics_generate_report"": 1009}","{""vector_search_index"": 1846.9090461730957, ""websearch_fetch_url"": 1027.0440578460693, ""analytics_generate_report"": 933.2833290100098}",4805,4,True
15,"Search the web for the latest Python version, run a quick Python script to print it, and send the re",simple,"[""websearch_search_web"", ""code_run_code"", ""code_get_output"", ""email_send_email""]","[[""websearch_search_web"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""email_send_email""]]","{""websearch_search_web"": 817, ""code_run_code"": 874, ""code_get_output"": 924, ""email_send_email"": 1009}","{""websearch_search_web"": 747.6956844329834, ""code_run_code"": 911.2472534179688, ""code_get_output"": 811.8600845336914, ""email_send_email"": 1064.5594596862793}",4707,4,True
16,"Read inbox for the weekly newsletter, embed its summary for the vector index, and generate a short r",simple,"[""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""vector_embed_query"", ""analytics_generate_report""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_generate_report""]]","{""email_read_inbox"": 1687, ""websearch_search_web"": 932, ""vector_embed_query"": 1039, ""analytics_generate_report"": 1138}","{""email_read_inbox"": 1864.1223907470703, ""websearch_search_web"": 809.4449043273926, ""vector_embed_query"": 1592.2811031341553, ""analytics_generate_report"": 1309.1390132904053}",6171,5,True
17,"Read inbox for the weekly newsletter, embed its summary for the vector index, and generate a short r",simple,"[""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""vector_embed_query"", ""analytics_generate_report""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_generate_report""]]","{""email_read_inbox"": 1687, ""websearch_search_web"": 932, ""websearch_fetch_url"": 1024, ""vector_embed_query"": 1123, ""analytics_generate_report"": 1199}","{""email_read_inbox"": 1679.764986038208, ""websearch_search_web"": 773.8697528839111, ""websearch_fetch_url"": 2650.310516357422, ""vector_embed_query"": 1080.353021621704, ""analytics_generate_report"": 951.1902332305908}",7323,7,True
18,"Search the vector index for documents related to 'machine learning', fetch the top result URL, and g",simple,"[""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""websearch_fetch_url"", ""analytics_generate_report""]","[[""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""analytics_generate_report""]]","{""vector_search_index"": 4958, ""websearch_fetch_url"": 1226, ""analytics_generate_report"": 1287}","{""vector_search_index"": 5913.238525390625, ""websearch_fetch_url"": 859.7114086151123, ""analytics_generate_report"": 876.8160343170166}",8890,8,True
19,"Read inbox for the weekly newsletter, embed its summary for the vector index, and generate a short r",simple,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""vector_embed_query"", ""analytics_generate_report""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_generate_report""]]","{""email_read_inbox"": 2622, ""websearch_search_web"": 993, ""vector_embed_query"": 1046, ""analytics_generate_report"": 1123}","{""email_read_inbox"": 2559.947967529297, ""websearch_search_web"": 779.0899276733398, ""vector_embed_query"": 744.8773384094238, ""analytics_generate_report"": 990.0023937225342}",7081,6,True
20,"Embed the query 'security vulnerabilities', search the vector index, and send findings via email",simple,"[""vector_embed_query"", ""vector_search_index"", ""email_send_email""]","[[""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""email_send_email""]]","{""vector_embed_query"": 805, ""vector_search_index"": 867, ""email_send_email"": 1008}","{""vector_embed_query"": 745.347261428833, ""vector_search_index"": 921.6458797454834, ""email_send_email"": 1747.5450038909912}",3750,3,True
21,"Run code to convert a CSV to JSON, write the output to a file, and email the file location to the te",simple,"[""filesystem_read_file"", ""code_run_code"", ""code_get_output"", ""filesystem_write_file"", ""email_send_email""]","[[""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""], [""filesystem_write_file"", ""email_send_email""]]","{""filesystem_read_file"": 813, ""code_run_code"": 905, ""code_get_output"": 955, ""filesystem_write_file"": 1037, ""email_send_email"": 1108}","{""filesystem_read_file"": 703.3541202545166, ""code_run_code"": 1435.9326362609863, ""code_get_output"": 703.5295963287354, ""filesystem_write_file"": 1102.2038459777832, ""email_send_email"": 1303.2782077789307}",5991,5,True
22,"Search the web for team offsite venues, fetch details from the top result, and schedule a calendar e",simple,"[""websearch_search_web"", ""websearch_fetch_url"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""calendar_create_event""]]","{""websearch_search_web"": 812, ""websearch_fetch_url"": 870, ""calendar_create_event"": 951}","{""websearch_search_web"": 792.8073406219482, ""websearch_fetch_url"": 904.2155742645264, ""calendar_create_event"": 1089.812994003296}",3697,3,True
23,"Search for 'quantum computing trends', fetch the top URL, and send a summary email with key findings",simple,"[""websearch_search_web"", ""websearch_fetch_url"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""email_send_email""]]","{""websearch_search_web"": 812, ""websearch_fetch_url"": 872, ""email_send_email"": 1079}","{""websearch_search_web"": 940.4747486114502, ""websearch_fetch_url"": 1094.193935394287, ""email_send_email"": 2885.8284950256348}",3941,3,True
24,"Run code to convert a CSV to JSON, write the output to a file, and email the file location to the te",simple,"[""filesystem_read_file"", ""code_run_code"", ""code_get_output"", ""filesystem_write_file"", ""email_send_email""]","[[""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""], [""filesystem_write_file"", ""email_send_email""]]","{""filesystem_read_file"": 817, ""code_run_code"": 916, ""code_get_output"": 966, ""filesystem_write_file"": 1036, ""email_send_email"": 1110}","{""filesystem_read_file"": 1036.8618965148926, ""code_run_code"": 1701.284646987915, ""code_get_output"": 817.8145885467529, ""filesystem_write_file"": 1041.5027141571045, ""email_send_email"": 1564.0521049499512}",6028,5,True
25,"Read the inbox for messages about project deadlines, create calendar events for each deadline found",simple,"[""email_read_inbox"", ""email_read_inbox"", ""websearch_fetch_url"", ""websearch_fetch_url""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""]]","{""email_read_inbox"": 1679, ""websearch_fetch_url"": 1917}","{""email_read_inbox"": 1685.866355895996, ""websearch_fetch_url"": 1950.4332542419434}",4686,4,True
26,Query the users database for active accounts and insert a summary record into the audit table in the,simple,"[""database_query_db"", ""database_insert_record""]","[[""database_query_db"", ""database_insert_record""]]","{""database_query_db"": 824, ""database_insert_record"": 889}","{""database_query_db"": 945.4498291015625, ""database_insert_record"": 1870.2173233032227}",2666,2,True
27,"Run code to convert a CSV to JSON, write the output to a file, and email the file location to the te",simple,"[""filesystem_read_file"", ""code_run_code"", ""code_get_output"", ""filesystem_write_file"", ""email_send_email""]","[[""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""], [""filesystem_write_file"", ""email_send_email""]]","{""filesystem_read_file"": 817, ""code_run_code"": 961, ""code_get_output"": 1011, ""filesystem_write_file"": 1081, ""email_send_email"": 1159}","{""filesystem_read_file"": 833.8057994842529, ""code_run_code"": 1957.8447341918945, ""code_get_output"": 867.7928447723389, ""filesystem_write_file"": 981.1604022979736, ""email_send_email"": 1208.0175876617432}",6260,5,True
28,"Embed the query 'security vulnerabilities', search the vector index, and send findings via email",simple,"[""vector_embed_query"", ""vector_search_index"", ""email_send_email""]","[[""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""email_send_email""]]","{""vector_embed_query"": 805, ""vector_search_index"": 862, ""email_send_email"": 1000}","{""vector_embed_query"": 808.3102703094482, ""vector_search_index"": 813.0371570587158, ""email_send_email"": 1901.883840560913}",3744,3,True
29,"Search for 'quantum computing trends', fetch the top URL, and send a summary email with key findings",simple,"[""websearch_search_web"", ""websearch_fetch_url"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""email_send_email""]]","{""websearch_search_web"": 812, ""websearch_fetch_url"": 872, ""email_send_email"": 1100}","{""websearch_search_web"": 904.6416282653809, ""websearch_fetch_url"": 840.0115966796875, ""email_send_email"": 2847.80216217041}",3958,3,True
30,"Search for 'quantum computing trends', fetch the top URL, and send a summary email with key findings",simple,"[""websearch_search_web"", ""websearch_fetch_url"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""email_send_email""]]","{""websearch_search_web"": 812, ""websearch_fetch_url"": 873, ""email_send_email"": 1159}","{""websearch_search_web"": 795.5868244171143, ""websearch_fetch_url"": 863.8508319854736, ""email_send_email"": 3505.7408809661865}",4078,3,True
31,"Read inbox for the weekly newsletter, embed its summary for the vector index, and generate a short r",simple,"[""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""vector_embed_query"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""email_read_inbox"": 1687, ""websearch_search_web"": 932, ""vector_embed_query"": 1035, ""analytics_run_analysis"": 1157, ""analytics_generate_report"": 1245}","{""email_read_inbox"": 1724.9760627746582, ""websearch_search_web"": 771.3747024536133, ""vector_embed_query"": 1588.364601135254, ""analytics_run_analysis"": 1686.3110065460205, ""analytics_generate_report"": 1163.0074977874756}",7560,6,True
32,"Read the inbox for messages about project deadlines, create calendar events for each deadline found",simple,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""]]","{""email_read_inbox"": 3602}","{""email_read_inbox"": 5222.436428070068}",4703,4,True
33,"Embed the query 'security vulnerabilities', search the vector index, and send findings via email",simple,"[""vector_embed_query"", ""vector_search_index"", ""email_send_email""]","[[""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""email_send_email""]]","{""vector_embed_query"": 805, ""vector_search_index"": 864, ""email_send_email"": 1012}","{""vector_embed_query"": 877.260684967041, ""vector_search_index"": 1350.661039352417, ""email_send_email"": 2254.8530101776123}",3773,3,True
34,"Read inbox for the weekly newsletter, embed its summary for the vector index, and generate a short r",simple,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""vector_embed_query"", ""analytics_generate_report""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_generate_report""]]","{""email_read_inbox"": 2622, ""websearch_search_web"": 992, ""vector_embed_query"": 1049, ""analytics_generate_report"": 1119}","{""email_read_inbox"": 2513.5133266448975, ""websearch_search_web"": 884.0336799621582, ""vector_embed_query"": 903.6333560943604, ""analytics_generate_report"": 1150.7596969604492}",7072,6,True
35,"Read the file requirements.txt, run code to validate dependencies, and create a calendar event for t",simple,"[""filesystem_read_file"", ""code_run_code"", ""code_get_output"", ""calendar_create_event""]","[[""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""calendar_create_event""]]","{""filesystem_read_file"": 810, ""code_run_code"": 960, ""code_get_output"": 1010, ""calendar_create_event"": 1095}","{""filesystem_read_file"": 751.9800662994385, ""code_run_code"": 2148.070812225342, ""code_get_output"": 898.5698223114014, ""calendar_create_event"": 1221.0164070129395}",5096,4,True
36,"Read inbox for the weekly newsletter, embed its summary for the vector index, and generate a short r",simple,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""vector_embed_query"", ""analytics_generate_report"", ""filesystem_write_file""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_write_file""]]","{""email_read_inbox"": 2622, ""websearch_search_web"": 993, ""vector_embed_query"": 1052, ""analytics_generate_report"": 1120, ""filesystem_write_file"": 1266}","{""email_read_inbox"": 3098.1767177581787, ""websearch_search_web"": 775.562047958374, ""vector_embed_query"": 890.0542259216309, ""analytics_generate_report"": 953.2256126403809, ""filesystem_write_file"": 2280.8797359466553}",8431,7,True
37,"Run a Python script to generate a random dataset, analyze it statistically, and write the results to",simple,"[""code_run_code"", ""code_get_output"", ""filesystem_read_file"", ""filesystem_write_file""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_write_file""]]","{""code_run_code"": 959, ""code_get_output"": 1009, ""filesystem_read_file"": 1066, ""filesystem_write_file"": 1398}","{""code_run_code"": 2565.2499198913574, ""code_get_output"": 790.1501655578613, ""filesystem_read_file"": 839.1687870025635, ""filesystem_write_file"": 4421.452760696411}",5904,4,True
38,"Search the vector index for documents related to 'machine learning', fetch the top result URL, and g",simple,"[""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index""]","[[""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""]]","{""vector_search_index"": 19230}","{""vector_search_index"": 16476.051568984985}",19230,15,True
39,"Search the web for the latest Python version, run a quick Python script to print it, and send the re",simple,"[""websearch_search_web"", ""code_run_code"", ""code_get_output"", ""email_send_email""]","[[""websearch_search_web"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""email_send_email""]]","{""websearch_search_web"": 817, ""code_run_code"": 903, ""code_get_output"": 953, ""email_send_email"": 1031}","{""websearch_search_web"": 1188.1279945373535, ""code_run_code"": 1126.812219619751, ""code_get_output"": 826.0869979858398, ""email_send_email"": 1141.5801048278809}",4816,4,True
40,"Read the file requirements.txt, run code to validate dependencies, and create a calendar event for t",simple,"[""filesystem_read_file"", ""code_run_code"", ""code_get_output"", ""calendar_create_event""]","[[""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""calendar_create_event""]]","{""filesystem_read_file"": 810, ""code_run_code"": 954, ""code_get_output"": 1004, ""calendar_create_event"": 1089}","{""filesystem_read_file"": 816.3435459136963, ""code_run_code"": 2595.662832260132, ""code_get_output"": 913.569450378418, ""calendar_create_event"": 3051.4400005340576}",5049,4,True
41,"Run code to convert a CSV to JSON, write the output to a file, and email the file location to the te",simple,"[""filesystem_read_file"", ""code_run_code"", ""filesystem_write_file"", ""email_send_email""]","[[""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""filesystem_write_file""], [""filesystem_write_file"", ""email_send_email""]]","{""filesystem_read_file"": 813, ""code_run_code"": 934, ""filesystem_write_file"": 994, ""email_send_email"": 1064}","{""filesystem_read_file"": 786.1955165863037, ""code_run_code"": 1653.1329154968262, ""filesystem_write_file"": 1186.4125728607178, ""email_send_email"": 1411.2629890441895}",4939,4,True
42,Query the users database for active accounts and insert a summary record into the audit table in the,simple,"[""database_query_db"", ""database_insert_record""]","[[""database_query_db"", ""database_insert_record""]]","{""database_query_db"": 821, ""database_insert_record"": 882}","{""database_query_db"": 943.3004856109619, ""database_insert_record"": 880.4137706756592}",2644,2,True
43,"Fetch the top result for 'best code editors 2026', run a Python script to log the finding, and read ",simple,"[""websearch_search_web"", ""filesystem_write_file"", ""filesystem_read_file""]","[[""websearch_search_web"", ""filesystem_write_file""], [""filesystem_write_file"", ""filesystem_read_file""]]","{""websearch_search_web"": 822, ""filesystem_write_file"": 980, ""filesystem_read_file"": 1033}","{""websearch_search_web"": 795.4361438751221, ""filesystem_write_file"": 1981.4133644104004, ""filesystem_read_file"": 946.2409019470215}",4030,3,True
44,"Run a Python script to generate a random dataset, analyze it statistically, and write the results to",simple,"[""code_run_code"", ""code_get_output"", ""filesystem_read_file"", ""filesystem_write_file""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_write_file""]]","{""code_run_code"": 924, ""code_get_output"": 974, ""filesystem_read_file"": 1031, ""filesystem_write_file"": 1548}","{""code_run_code"": 2781.9366455078125, ""code_get_output"": 898.5598087310791, ""filesystem_read_file"": 846.4717864990234, ""filesystem_write_file"": 9672.338962554932}",6080,4,True
45,"Run code to convert a CSV to JSON, write the output to a file, and email the file location to the te",simple,"[""filesystem_read_file"", ""code_run_code"", ""code_get_output"", ""filesystem_write_file"", ""email_send_email""]","[[""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""], [""filesystem_write_file"", ""email_send_email""]]","{""filesystem_read_file"": 813, ""code_run_code"": 904, ""code_get_output"": 954, ""filesystem_write_file"": 1021, ""email_send_email"": 1092}","{""filesystem_read_file"": 949.2120742797852, ""code_run_code"": 1476.396083831787, ""code_get_output"": 909.9938869476318, ""filesystem_write_file"": 1017.5080299377441, ""email_send_email"": 1353.0833721160889}",5944,5,True
46,"Read the inbox for messages about project deadlines, create calendar events for each deadline found",simple,"[""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""calendar_list_events""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""calendar_list_events""]]","{""email_read_inbox"": 1679, ""websearch_search_web"": 927, ""calendar_list_events"": 1003}","{""email_read_inbox"": 1862.3230457305908, ""websearch_search_web"": 819.1723823547363, ""calendar_list_events"": 1568.9609050750732}",4725,4,True
